fighter_a,fighter_b,a_kd,b_kd,a_sig_str_landed,a_sig_str_att,b_sig_str_landed,b_sig_str_att,a_total_str_landed,a_total_str_att,b_total_str_landed,b_total_str_att,a_td_landed,a_td_att,b_td_landed,b_td_att,a_sub_att,b_sub_att,a_rev,b_rev,a_ctrl_sec,b_ctrl_sec,a_head_landed,a_head_att,b_head_landed,b_head_att,a_body_landed,a_body_att,b_body_landed,b_body_att,a_leg_landed,a_leg_att,b_leg_landed,b_leg_att,a_dist_landed,a_dist_att,b_dist_landed,b_dist_att,a_clinch_landed,a_clinch_att,b_clinch_landed,b_clinch_att,a_ground_landed,a_ground_att,b_ground_landed,b_ground_att,fight_url
Sergio Moraes,Davi Ramos,0,0,7,27,10,36,7,27,10,36,0,0,0,0,0,0,0,0,0,0,4,22,5,30,3,5,2,3,0,0,3,3,7,27,10,36,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/f4f5049e789b7716
Rani Yahya,Joe Soto,0,0,21,73,9,29,22,74,10,30,1,2,0,0,0,1,0,0,50,1,13,60,7,26,5,10,1,2,3,3,1,1,21,73,9,29,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/dc169cc01d675125
Michel Prazeres,Joshua Burkman,0,0,24,34,1,1,34,45,1,1,2,3,0,1,1,0,0,0,71,0,24,34,0,0,0,0,0,0,0,0,1,1,4,7,1,1,12,19,0,0,8,8,0,0,http://www.ufcstats.com/fight-details/12740c6b17779fe9
Rony Jason,Jeremy Kennedy,0,0,6,13,15,28,20,28,35,51,0,1,3,4,0,0,0,0,37,160,4,9,15,27,2,4,0,1,0,0,0,0,6,13,3,14,0,0,1,2,0,0,11,12,http://www.ufcstats.com/fight-details/ebb94e00d6431e7a
Garreth McLellan,Paulo Costa,0,1,6,14,22,32,6,14,23,33,0,1,0,0,0,0,0,0,0,6,2,10,18,28,4,4,3,3,0,0,1,1,5,11,16,26,1,3,0,0,0,0,6,6,http://www.ufcstats.com/fight-details/0ace7e71f5d66bc9
Tyron Woodley,Stephen Thompson,0,0,5,12,6,19,5,12,6,19,0,0,0,0,0,0,0,0,0,0,0,5,4,15,1,3,1,2,4,4,1,2,5,12,6,19,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/dfc8c5161ea0ccb5
Lando Vannata,David Teymur,0,0,21,47,28,69,21,47,28,69,1,1,0,0,0,0,0,0,5,0,10,30,14,46,4,8,5,11,7,9,9,12,19,44,26,63,2,3,2,6,0,0,0,0,http://www.ufcstats.com/fight-details/7ac4b9823b1e139b
Rashad Evans,Daniel Kelly,0,0,8,30,12,46,8,32,14,49,0,1,0,2,0,0,0,0,0,0,6,27,10,43,2,3,2,3,0,0,0,0,8,30,8,41,0,0,4,5,0,0,0,0,http://www.ufcstats.com/fight-details/e3ca9462ad0d7685
Amanda Cooper,Cynthia Calvillo,0,0,7,28,13,26,8,29,15,29,0,1,1,1,0,3,0,0,0,107,6,27,3,15,1,1,6,7,0,0,4,4,7,27,13,26,0,0,0,0,0,1,0,0,http://www.ufcstats.com/fight-details/54f9e3e1fad7a589
Alistair Overeem,Mark Hunt,0,0,24,32,9,26,24,33,10,28,0,1,0,0,0,0,0,0,0,0,4,7,3,17,8,12,3,4,12,13,3,5,23,31,7,24,1,1,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/c79b862be039d9f0
Marcin Tybura,Luis Henrique,0,0,10,12,5,7,35,44,22,27,1,1,2,4,0,0,0,0,95,154,4,6,3,5,6,6,2,2,0,0,0,0,3,5,1,2,6,6,4,5,1,1,0,0,http://www.ufcstats.com/fight-details/42ad1437a1280294
Mirsad Bektic,Darren Elkins,0,0,39,57,3,11,102,129,6,14,1,1,0,0,0,0,0,0,262,0,38,55,3,11,1,2,0,0,0,0,0,0,6,18,3,11,0,0,0,0,33,39,0,0,http://www.ufcstats.com/fight-details/3b536afcc9098925
Iuri Alcantara,Luke Sanders,0,0,13,41,75,94,15,43,107,132,1,1,1,1,0,0,0,0,3,160,5,32,73,91,5,6,2,3,3,3,0,0,10,38,8,22,0,0,0,0,3,3,67,72,http://www.ufcstats.com/fight-details/4804776154430aad
Mark Godbeer,Daniel Spitz,0,0,33,64,16,46,33,64,17,47,0,0,0,0,0,0,0,0,1,0,12,35,9,36,11,16,3,4,10,13,4,6,30,58,15,42,3,6,1,4,0,0,0,0,http://www.ufcstats.com/fight-details/08b65f5009c34997
Tyson Pedro,Paul Craig,1,0,23,35,12,24,34,46,29,47,0,0,0,3,0,0,0,0,157,6,18,28,2,13,3,4,7,8,2,3,3,3,4,9,4,16,8,15,8,8,11,11,0,0,http://www.ufcstats.com/fight-details/6db4d7827082d5b9
Albert Morales,Andre Soukhamthath,0,0,27,56,16,51,27,56,16,51,0,0,0,0,0,0,0,0,0,0,11,35,9,39,0,0,3,6,16,21,4,6,26,55,15,50,1,1,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/2d4743a82fc55642
Derrick Lewis,Travis Browne,0,0,4,18,18,35,4,18,20,37,0,0,0,0,0,0,0,0,11,4,2,14,0,8,0,2,10,19,2,2,8,8,3,17,18,34,1,1,0,0,0,0,0,1,http://www.ufcstats.com/fight-details/ab14dbff9d2ae41a
Johny Hendricks,Hector Lombard,0,0,11,24,6,24,19,33,12,30,0,0,1,4,0,0,0,0,0,87,3,16,5,22,2,2,1,2,6,6,0,0,8,20,6,23,3,4,0,1,0,0,0,0,http://www.ufcstats.com/fight-details/a5d24caed8afbeef
Sam Sicilia,Gavin Tucker,0,0,2,12,18,47,2,12,18,47,0,0,0,0,0,0,0,0,0,0,1,9,7,34,0,2,4,6,1,1,7,7,2,12,17,46,0,0,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/112e6a0ddce893e6
Elias Theodorou,Cezar Ferreira,0,0,12,51,9,19,18,63,9,19,0,1,0,0,0,0,0,0,39,0,2,33,4,14,5,10,3,3,5,8,2,2,11,50,9,19,1,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/16e28dd989ee1dea
Sara McMann,Gina Mazany,0,0,7,14,0,2,7,14,0,2,2,2,0,0,1,0,0,0,62,0,6,13,0,2,1,1,0,0,0,0,0,0,3,5,0,1,0,0,0,1,4,9,0,0,http://www.ufcstats.com/fight-details/9c256e94c6b584b6
Paul Felder,Alex Ricci,1,0,23,71,21,59,23,71,21,59,0,0,0,0,0,0,0,0,3,0,14,57,12,41,4,7,3,10,5,7,6,8,23,66,21,59,0,1,0,0,0,4,0,0,http://www.ufcstats.com/fight-details/f00ac5af033f44b4
Nordine Taleb,Santiago Ponzinibbio,0,0,14,37,7,37,14,37,7,37,0,0,0,0,0,0,0,0,0,0,3,21,5,33,3,7,0,2,8,9,2,2,14,37,7,37,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/1db121859d2fcda8
Carla Esparza,Randa Markos,0,0,10,29,26,49,13,32,31,55,1,1,0,0,0,0,0,1,75,14,10,29,26,49,0,0,0,0,0,0,0,0,5,22,5,25,0,0,0,0,5,7,21,24,http://www.ufcstats.com/fight-details/e4c4c54a10e06973
Aiemann Zahabi,Reginaldo Vieira,0,0,12,35,24,73,12,35,24,73,0,0,2,4,0,0,0,0,0,33,10,33,8,52,1,1,5,9,1,1,11,12,11,34,21,68,0,0,1,3,1,1,2,2,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f
Jack Marshman,Thiago Santos,1,0,5,36,16,44,10,41,21,49,0,0,1,2,0,0,0,0,3,97,5,35,7,30,0,0,3,8,0,1,6,6,4,32,10,33,1,4,1,1,0,0,5,10,http://www.ufcstats.com/fight-details/e59aabdfba9d6c45
Gerald Meerschaert,Ryan Janes,0,0,3,6,3,8,5,9,10,16,0,0,1,1,1,0,0,0,0,78,2,5,3,8,0,0,0,0,1,1,0,0,3,6,3,7,0,0,0,0,0,0,0,1,http://www.ufcstats.com/fight-details/c1d86f1e6d41cd03
Holly Holm,Germaine de Randamie,0,0,18,42,12,25,19,45,15,28,0,2,0,1,0,0,0,0,36,0,4,25,5,16,2,3,3,4,12,14,4,5,17,41,11,22,1,1,1,2,0,0,0,1,http://www.ufcstats.com/fight-details/252074c8554bf30d
Anderson Silva,Derek Brunson,0,0,8,20,20,36,9,21,43,60,0,0,0,2,0,0,0,0,0,35,5,15,14,29,3,4,0,0,0,1,6,7,5,15,8,19,3,5,12,17,0,0,0,0,http://www.ufcstats.com/fight-details/d29750cee389a0b9
Jacare Souza,Tim Boetsch,0,0,7,18,6,10,15,30,8,12,1,2,0,0,1,0,0,0,74,0,5,13,2,6,2,5,0,0,0,0,4,4,5,14,6,10,1,3,0,0,1,1,0,0,http://www.ufcstats.com/fight-details/ced241b99eab5f22
Glover Teixeira,Jared Cannonier,0,0,8,16,9,15,30,46,19,25,1,1,0,0,1,0,0,0,214,10,5,13,8,14,2,2,1,1,1,1,0,0,4,10,6,10,1,1,2,4,3,5,1,1,http://www.ufcstats.com/fight-details/244357514dd89bd6
Dustin Poirier,Jim Miller,0,0,30,70,22,54,34,74,24,57,0,0,1,2,0,0,1,0,31,34,19,56,10,42,4,6,9,9,7,8,3,3,23,61,18,50,6,8,4,4,1,1,0,0,http://www.ufcstats.com/fight-details/8b8f9485214f9e48
Randy Brown,Belal Muhammad,0,0,26,80,39,84,26,80,39,84,0,0,0,0,0,0,0,0,0,0,16,60,6,47,4,7,4,6,6,13,29,31,26,80,39,84,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/f680e6ebe3bdfe3e
Wilson Reis,Yuta Sasaki,0,0,17,38,11,45,28,50,17,52,2,3,0,0,0,0,0,0,177,0,11,32,9,41,2,2,2,4,4,4,0,0,10,28,10,42,1,2,0,0,6,8,1,3,http://www.ufcstats.com/fight-details/febea68b205f6273
Nik Lentz,Islam Makhachev,0,0,6,9,9,9,14,18,26,31,0,0,2,2,1,0,0,0,6,271,1,2,8,8,4,6,1,1,1,1,0,0,1,2,2,2,4,6,0,0,1,1,7,7,http://www.ufcstats.com/fight-details/ddd9e64d97b095f9
Ricky Glenn,Phillipe Nover,0,0,9,34,18,30,10,35,22,35,0,1,0,0,0,0,0,0,18,0,7,29,16,27,1,3,2,3,1,2,0,0,9,34,18,30,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/c4174e22cb22622c
Ryan LaFlare,Roan Carneiro,0,0,9,28,6,17,10,30,6,17,0,1,0,2,0,0,0,0,68,15,2,15,2,12,7,12,1,2,0,1,3,3,6,24,5,16,3,4,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/1f9ac1648b8e501e
Dennis Bermudez,Chan Sung Jung,0,1,20,34,17,35,24,38,19,37,0,3,0,1,0,0,0,0,20,5,11,24,16,32,6,7,1,2,3,3,0,1,14,26,12,30,6,8,2,2,0,0,3,3,http://www.ufcstats.com/fight-details/8c220d4c96895a98
Alexa Grasso,Felice Herrig,0,0,16,45,14,86,18,47,14,86,0,0,0,0,1,0,0,0,0,3,9,31,10,70,1,5,2,9,6,9,2,7,15,44,13,84,1,1,1,1,0,0,0,1,http://www.ufcstats.com/fight-details/4a2e7e2c8cfdaf5f
Abel Trujillo,James Vick,0,0,3,12,4,24,5,14,6,26,1,2,0,0,0,0,0,0,108,13,1,9,1,20,1,2,3,4,1,1,0,0,3,12,3,23,0,0,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/94cecf4bd29793e1
Ovince Saint Preux,Volkan Oezdemir,0,0,14,30,27,55,14,30,39,68,0,1,0,1,0,0,0,0,0,80,9,22,12,36,5,8,9,10,0,0,6,9,14,30,24,51,0,0,3,4,0,0,0,0,http://www.ufcstats.com/fight-details/36220644401d85e1
Anthony Hamilton,Marcel Fortuna,0,1,14,37,15,30,18,42,17,32,0,0,0,0,0,0,0,0,25,1,6,25,11,25,8,12,3,3,0,0,1,2,9,30,11,26,5,7,4,4,0,0,0,0,http://www.ufcstats.com/fight-details/49e344834626c144
Jessica Andrade,Angela Hill,0,0,39,102,26,73,42,105,29,77,0,1,0,0,0,0,0,0,20,1,27,81,19,60,11,20,5,11,1,1,2,2,18,59,11,51,21,43,15,22,0,0,0,0,http://www.ufcstats.com/fight-details/451525a1abe30a91
Adam Milstead,Curtis Blaydes,0,0,1,1,18,26,2,4,63,87,0,0,7,8,0,0,0,0,0,260,1,1,10,18,0,0,1,1,0,0,7,7,1,1,1,5,0,0,0,0,0,0,17,21,http://www.ufcstats.com/fight-details/74256b4e8d0b1de6
Chas Skelly,Chris Gruetzemacher,0,0,12,31,12,16,20,39,41,47,1,2,0,0,0,0,0,0,218,0,12,31,5,9,0,0,2,2,0,0,5,5,6,19,8,11,4,8,2,2,2,4,2,3,http://www.ufcstats.com/fight-details/478221ad98336565
Ricardo Ramos,Michinori Tanaka,1,0,29,52,2,14,34,58,2,14,0,0,1,2,0,0,0,0,73,22,16,37,0,12,10,12,0,0,3,3,2,2,7,19,2,14,11,12,0,0,11,21,0,0,http://www.ufcstats.com/fight-details/66ad9f88f063d2ef
Tecia Pennington,Bec Rawlings,0,0,36,95,19,70,36,95,20,71,0,0,0,0,0,0,0,0,0,0,17,70,10,55,8,10,8,14,11,15,1,1,36,95,17,68,0,0,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/ebe38ba75cbf2320
Alex Morono,Niko Price,1,0,20,70,6,35,21,71,6,36,0,0,0,0,0,0,0,0,8,0,15,63,2,24,3,5,3,6,2,2,1,5,17,60,6,35,0,1,0,0,3,9,0,0,http://www.ufcstats.com/fight-details/48e51d4e7172048e
Daniel Jolly,Khalil Rountree Jr.,0,1,0,3,3,3,0,3,5,6,0,2,0,0,0,0,0,0,8,1,0,2,1,1,0,0,2,2,0,1,0,0,0,3,0,0,0,0,1,1,0,0,2,2,http://www.ufcstats.com/fight-details/f3bb58f485dc2008
Valentina Shevchenko,Julianna Pena,0,0,8,12,20,24,25,29,46,53,2,2,0,1,0,0,0,0,162,113,5,9,0,0,3,3,17,21,0,0,3,3,0,3,0,0,3,3,20,24,5,6,0,0,http://www.ufcstats.com/fight-details/ab79fe7b35ccc3dc
Donald Cerrone,Jorge Masvidal,0,1,29,58,40,72,29,58,40,72,0,1,0,0,0,0,0,0,0,2,10,38,29,55,6,6,8,13,13,14,3,4,29,58,37,66,0,0,0,1,0,0,3,5,http://www.ufcstats.com/fight-details/b91756d955e14d2e
Andrei Arlovski,Francis Ngannou,0,1,3,9,8,13,3,9,8,14,0,0,0,0,0,0,0,0,0,3,1,5,8,13,0,1,0,0,2,3,0,0,3,9,4,9,0,0,0,0,0,0,4,4,http://www.ufcstats.com/fight-details/a45596cda51a1816
Alex Caceres,Jason Knight,0,0,22,46,17,64,22,46,17,65,0,0,1,3,0,1,0,0,1,37,12,33,9,53,4,6,1,1,6,7,7,10,22,46,17,64,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/43682a646b9b956f
Nate Marquardt,Sam Alvey,0,0,10,14,8,17,22,26,11,22,0,0,0,0,0,0,0,0,20,89,1,4,2,8,4,5,4,4,5,5,2,5,6,9,4,13,4,5,4,4,0,0,0,0,http://www.ufcstats.com/fight-details/3c8eb8ad5e98876f
Raphael Assuncao,Aljamain Sterling,0,0,16,26,21,46,16,26,21,46,0,0,0,0,0,0,0,0,0,2,6,13,4,21,3,4,4,7,7,9,13,18,16,26,21,46,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/637f561cd731fb44
Bobby Nash,Li Jingliang,1,0,19,58,24,50,29,68,25,51,0,2,0,0,2,0,0,0,87,0,11,49,12,38,0,0,2,2,8,9,10,10,17,54,22,47,1,2,2,3,1,2,0,0,http://www.ufcstats.com/fight-details/c5865afc31cb6c59
Henrique da Silva,Jordan Johnson,0,0,17,33,18,38,18,35,22,42,0,0,2,3,0,1,0,0,20,94,7,21,17,37,6,7,1,1,4,5,0,0,14,27,15,34,3,6,1,1,0,0,2,3,http://www.ufcstats.com/fight-details/1cd0ce0e2312ad52
Eric Spicely,Alessio Di Chirico,0,0,1,3,1,2,5,7,1,2,1,3,0,0,1,0,0,0,51,45,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,1,0,0,http://www.ufcstats.com/fight-details/481aef2d2802ec68
Marcos Rogerio de Lima,Jeremy Kimball,0,0,12,25,5,17,12,25,5,17,0,0,0,0,0,0,0,0,4,18,6,17,3,14,2,3,1,1,4,5,1,2,7,18,5,17,0,0,0,0,5,7,0,0,http://www.ufcstats.com/fight-details/99373dc33dfbf6e0
Alexandre Pantoja,Eric Shelton,0,0,8,22,8,21,16,30,12,26,0,0,3,3,0,0,0,0,126,49,3,14,7,19,2,3,1,2,3,5,0,0,8,22,7,17,0,0,0,2,0,0,1,2,http://www.ufcstats.com/fight-details/0094d2ed98819f7a
Jason Gonzalez,JC Cottrell,0,0,4,18,1,6,4,18,8,15,0,0,1,1,1,0,0,0,7,158,3,15,1,6,1,3,0,0,0,0,0,0,4,17,1,6,0,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/6eb382e2c51fc4f5
Yair Rodriguez,BJ Penn,0,0,37,73,4,22,38,75,7,27,0,0,0,0,0,0,0,0,0,22,15,45,4,22,15,19,0,0,7,9,0,0,32,66,3,21,5,7,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/5742025a09190829
Joe Lauzon,Marcin Held,0,0,15,33,6,27,20,38,9,30,0,0,1,1,0,0,0,0,32,152,13,31,5,22,2,2,0,2,0,0,1,3,4,19,5,22,11,13,1,5,0,1,0,0,http://www.ufcstats.com/fight-details/00720c46f864fe03
Court McGee,Ben Saunders,0,0,19,60,22,52,21,63,22,52,0,0,0,0,0,0,0,0,1,0,5,36,8,32,2,9,13,18,12,15,1,2,16,53,18,43,3,7,4,9,0,0,0,0,http://www.ufcstats.com/fight-details/8edb831924d69dd9
John Moraga,Sergio Pettis,0,0,16,47,19,70,20,51,19,70,0,0,1,1,0,0,0,0,22,25,13,40,18,67,1,4,0,2,2,3,1,1,15,45,18,68,1,2,1,2,0,0,0,0,http://www.ufcstats.com/fight-details/7685701c382cd49a
Devin Powell,Drakkar Klose,0,0,5,17,23,30,20,32,36,43,0,0,1,1,0,0,0,0,2,197,0,9,5,11,4,6,16,17,1,2,2,2,2,11,4,8,3,6,17,20,0,0,2,2,http://www.ufcstats.com/fight-details/bbb67c2ac4453d64
Frankie Saenz,Augusto Mendes,0,0,15,40,16,39,15,40,28,52,0,0,1,3,0,0,0,0,0,51,4,23,11,31,5,11,2,3,6,6,3,5,13,36,11,30,2,4,5,8,0,0,0,1,http://www.ufcstats.com/fight-details/b60bbec8ec98941b
Aleksei Oleinik,Viktor Pesta,0,0,7,15,7,19,11,19,18,31,0,0,1,1,1,0,0,0,34,104,4,12,7,19,0,0,0,0,3,3,0,0,7,15,3,11,0,0,0,0,0,0,4,8,http://www.ufcstats.com/fight-details/1a81573425c585fb
Anthony Rocco Martin,Alex White,0,0,10,21,3,9,32,47,6,13,1,2,0,0,0,0,0,0,254,0,7,17,2,6,3,4,1,2,0,0,0,1,2,8,1,6,2,4,2,3,6,9,0,0,http://www.ufcstats.com/fight-details/8156479490877d08
Jocelyn Jones-Lybarger,Nina Nunes,0,0,10,43,23,55,21,54,38,73,0,0,1,1,0,0,0,0,0,135,5,35,17,42,1,2,3,6,4,6,3,7,9,38,14,40,1,5,4,6,0,0,5,9,http://www.ufcstats.com/fight-details/53c3565ee1d3411a
Walt Harris,Chase Sherman,0,0,14,43,13,36,15,44,13,36,0,0,0,0,0,0,0,0,0,0,11,36,3,23,2,6,7,9,1,1,3,4,14,40,13,36,0,3,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/3f7684492c9df05e
Bojan Mihajlovic,Joachim Christensen,0,0,6,14,14,37,14,23,57,82,0,0,0,0,0,0,0,0,6,160,3,10,10,32,1,2,4,4,2,2,0,1,6,14,7,24,0,0,3,4,0,0,4,9,http://www.ufcstats.com/fight-details/ae803440d778a12b
Dmitrii Smoliakov,Cyril Asker,0,0,5,10,19,47,28,35,39,90,0,1,1,1,0,0,0,0,0,83,2,5,19,47,3,5,0,0,0,0,0,0,5,10,2,9,0,0,0,0,0,0,17,38,http://www.ufcstats.com/fight-details/c1356395d6b055d7
Amanda Nunes,Ronda Rousey,0,0,27,47,7,14,27,47,7,14,0,0,0,0,0,0,0,0,0,0,23,43,6,12,3,3,1,1,1,1,0,1,27,46,7,14,0,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/0aad210fbaa1db6c
Dominick Cruz,Cody Garbrandt,0,0,20,50,12,38,20,50,12,38,0,2,1,1,0,0,0,0,0,9,9,37,5,30,4,4,3,4,7,9,4,4,20,50,11,37,0,0,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/25e6b11e1cf45b83
TJ Dillashaw,John Lineker,0,0,13,30,12,40,37,56,12,40,1,1,1,2,0,0,0,0,94,5,6,21,6,28,4,5,6,12,3,4,0,0,11,24,11,35,0,0,0,3,2,6,1,2,http://www.ufcstats.com/fight-details/7f663d67422c1b24
Dong Hyun Kim,Tarec Saffiedine,0,0,11,45,22,36,21,55,22,36,1,3,2,4,0,0,0,0,72,65,10,44,17,30,1,1,5,6,0,0,0,0,9,43,14,26,2,2,8,10,0,0,0,0,http://www.ufcstats.com/fight-details/3d07a533feca7458
Louis Smolka,Ray Borg,0,0,1,12,10,13,2,13,13,17,0,0,1,1,0,0,0,0,38,186,1,10,8,11,0,2,2,2,0,0,0,0,1,11,1,2,0,1,2,2,0,0,7,9,http://www.ufcstats.com/fight-details/ab847a4cf397d7d5
Johny Hendricks,Neil Magny,0,0,7,14,18,33,15,24,38,54,1,1,1,1,0,1,0,0,172,0,4,11,10,21,1,1,4,7,2,2,4,5,5,7,11,25,0,2,0,0,2,5,7,8,http://www.ufcstats.com/fight-details/abf0f8234f6be37e
Antonio Carlos Junior,Marvin Vettori,0,0,13,33,5,21,14,34,38,56,1,5,0,0,0,0,0,0,128,11,6,23,3,19,2,4,1,1,5,6,1,1,11,28,5,21,2,5,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/78736e322574e500
Mike Pyle,Alex Garcia,0,1,5,24,14,29,6,25,19,34,0,0,1,2,0,0,0,0,0,88,2,21,13,27,2,2,1,2,1,1,0,0,5,23,12,26,0,1,1,1,0,0,1,2,http://www.ufcstats.com/fight-details/31acf87e89a4a401
Brandon Thatch,Niko Price,0,0,8,14,6,16,9,15,18,30,0,0,1,4,2,2,0,0,1,172,4,9,3,12,0,0,1,1,4,5,2,3,5,11,4,12,3,3,1,1,0,0,1,3,http://www.ufcstats.com/fight-details/d8c7497043e7e5bd
Alex Oliveira,Tim Means,1,0,6,10,17,23,9,13,24,31,1,4,1,1,0,0,0,0,78,62,3,7,9,13,3,3,6,8,0,0,2,2,5,9,6,9,1,1,6,7,0,0,5,7,http://www.ufcstats.com/fight-details/9d4b2767f6630fc9
Paige VanZant,Michelle Waterson-Gomez,0,0,5,12,12,17,9,16,13,18,0,1,1,1,0,2,0,0,0,108,1,6,6,9,2,3,3,4,2,3,3,4,4,11,10,15,1,1,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/5840527835a8ffb2
Sage Northcutt,Mickey Gall,0,0,7,12,4,10,15,20,17,24,0,0,2,2,0,2,0,0,59,167,2,7,3,8,2,2,0,1,3,3,1,1,3,7,1,3,1,1,0,0,3,4,3,7,http://www.ufcstats.com/fight-details/23bc29f1b6baacad
Urijah Faber,Brad Pickett,1,0,33,51,3,22,44,64,3,22,0,1,1,1,0,0,0,0,118,27,30,46,1,15,2,4,0,0,1,1,2,7,11,23,3,21,1,1,0,1,21,27,0,0,http://www.ufcstats.com/fight-details/2cdf841a057d9039
Alan Jouban,Mike Perry,0,0,19,39,14,30,19,39,14,30,1,3,0,0,0,0,0,0,43,0,4,15,8,24,5,13,2,2,10,11,4,4,18,38,14,28,1,1,0,2,0,0,0,0,http://www.ufcstats.com/fight-details/473b9b56cdaedba3
Henrique da Silva,Paul Craig,0,0,12,15,18,29,17,22,36,47,1,3,1,1,0,1,0,0,139,108,5,8,10,19,5,5,8,10,2,2,0,0,4,7,3,9,8,8,12,16,0,0,3,4,http://www.ufcstats.com/fight-details/01f396a7372dc8ff
Cole Miller,Mizuto Hirota,0,0,11,31,23,48,11,31,47,74,0,0,4,4,0,0,0,0,0,147,4,21,15,38,4,6,3,5,3,4,5,5,10,30,16,30,0,0,1,1,1,1,6,17,http://www.ufcstats.com/fight-details/4b35edc671de861f
Bryan Barberena,Colby Covington,0,0,8,26,15,32,30,48,18,35,0,0,6,7,0,0,0,0,0,205,5,23,8,22,0,0,2,5,3,3,5,5,5,22,10,27,3,4,4,4,0,0,1,1,http://www.ufcstats.com/fight-details/677588ea237aa5c0
James Moontasri,Alex Morono,0,0,15,25,18,39,15,25,18,39,0,0,0,0,0,0,0,0,0,0,2,9,5,22,8,11,2,4,5,5,11,13,15,25,18,39,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/30f6cf4253b13b76
Josh Emmett,Scott Holtzman,0,0,11,31,23,48,13,34,37,65,1,4,1,1,0,0,0,0,57,87,6,26,12,33,5,5,11,15,0,0,0,0,1,17,12,29,7,9,8,14,3,5,3,5,http://www.ufcstats.com/fight-details/7979888b1fb5eb39
Leslie Smith,Irene Aldana,1,0,67,153,37,93,70,156,37,93,0,0,0,0,0,0,0,0,13,0,56,137,27,82,5,10,3,3,6,6,7,8,54,127,31,84,7,12,6,9,6,14,0,0,http://www.ufcstats.com/fight-details/d77ace7aadb2383e
Eddie Wineland,Takeya Mizugaki,2,0,9,32,13,40,9,32,13,40,0,0,0,0,0,0,0,0,6,0,8,30,8,34,1,2,0,1,0,0,5,5,7,28,13,40,0,0,0,0,2,4,0,0,http://www.ufcstats.com/fight-details/ca6d4239726931f9
Hector Sandoval,Fredy Serrano,0,0,15,24,6,27,16,25,6,27,1,7,0,3,0,0,0,0,48,4,7,15,1,21,8,9,3,4,0,0,2,2,8,14,4,22,7,10,2,5,0,0,0,0,http://www.ufcstats.com/fight-details/88c712be47805d63
Bojan Velickovic,Sultan Aliev,0,0,14,25,5,10,36,48,12,18,0,0,1,1,0,0,0,0,0,121,0,7,4,9,5,9,0,0,9,9,1,1,12,23,2,6,2,2,2,3,0,0,1,1,http://www.ufcstats.com/fight-details/1ca4274019680d23
Max Holloway,Anthony Pettis,0,0,23,58,19,56,23,58,19,56,0,0,0,1,0,0,0,0,0,1,11,36,9,36,2,8,4,13,10,14,6,7,23,58,19,56,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/977a758d869f9e7a
Donald Cerrone,Matt Brown,0,0,34,72,27,63,35,73,29,65,0,1,0,0,0,1,0,0,32,0,24,60,15,45,4,6,12,18,6,6,0,0,34,72,25,60,0,0,2,3,0,0,0,0,http://www.ufcstats.com/fight-details/96404a3b32791c8d
Cub Swanson,Dooho Choi,0,0,19,53,24,47,22,56,27,50,0,1,0,2,0,0,0,0,11,31,8,33,17,38,6,8,7,8,5,12,0,1,14,46,14,35,5,7,10,12,0,0,0,0,http://www.ufcstats.com/fight-details/5f0aa841c21f7d30
Tim Kennedy,Kelvin Gastelum,0,0,27,47,12,26,30,50,12,26,2,4,0,0,0,0,0,0,168,0,6,18,10,23,8,15,1,2,13,14,1,1,11,27,11,25,15,19,1,1,1,1,0,0,http://www.ufcstats.com/fight-details/07b98dbf5d2c62a2
Jordan Mein,Emil Meek,0,0,22,37,18,56,23,38,18,56,3,4,0,0,0,0,0,0,99,35,13,25,9,42,6,8,5,7,3,4,4,7,20,33,17,49,1,3,1,7,1,1,0,0,http://www.ufcstats.com/fight-details/761a215d51a0442e
